Name of Mobile Phone,SIM,Size,OS,Chipset,CPU,Card slot,Memory,Rear Camera,Front Camera,Wifi,Bluetooth,Sensors,Battery
Allview V3 Viper,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","5.5 inches, 78.1 cm2 (~73.3% screen-to-body ratio)",Android 8.0 (Oreo),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot)",32GB 3GB RAM,"13 MP, AF",13 MP,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.2, A2DP, LE","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 3000 mAh battery
Allview X4 Soul Mini S,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.25 GHz Cortex-A53,"microSD, up to 128 GB (uses shared SIM slot)",16GB 1GB RAM,"8 MP, AF",8 MP,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 2500 mAh battery
Allview X4 Xtreme,Hybrid Dual SIM (Micro-SIM/Nano SIM),"6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6757T Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)",64GB 4GB RAM,"13 MP, PDAF
5 MP, depth sensor",20 MP,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4550 mAh battery
Allview P9 Energy Lite (2017),Hybrid Dual SIM (Micro-SIM/Nano SIM),"5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,"microSD, up to 128 GB (uses shared SIM slot)",32GB 3GB RAM,"13 MP, AF",8 MP,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery
Allview X4 Soul Lite,Hybrid Dual SIM (Micro-SIM/Nano SIM),"5.5 inches, 83.4 cm2 (~70.7% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 128 GB (uses shared SIM slot)","16GB 3GB RAM, 32GB 4GB RAM","13 MP, 1/3"", 1.12µm, PDAF
2 MP, depth sensor",8 MP,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Fingerprint (front-mounted), accelerometer, proximity, compass",Non-removable Li-Po 3000 mAh battery
Allview X4 Soul Mini,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.25 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot)","16GB 2GB RAM, 16GB 3GB RAM","13 MP, 1/3"", 1.12µm, PDAF",8 MP,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 2500 mAh battery
Allview X4 Soul Style,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)",Android 7.0 (Nougat),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)",64GB 4GB RAM,"13 MP, 1/3"", 1.12µm, PDAF",16 MP,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4010 mAh battery
Allview P6 Energy Mini,"Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.1 GHz Cortex-A53,"microSD, up to 256 GB",8GB 1GB RAM,5 MP,2 MP,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Accelerometer, proximity",Li-Ion 2950 mAh battery
Allview X4 Soul,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)",64GB 4GB RAM,"13 MP, 1/3"", 1.12µm, PDAF
5 MP, depth sensor",13 MP,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3000 mAh battery
Allview Allwatch,No,"1.28 inches, 5.3 cm2 (~43.7% screen-to-body ratio)",No,No,"4.0, A2DP","Accelerometer, heart rate",Non-removable Li-Po 100 mAh battery
Allview V2 Viper Xe,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.45 GHz Cortex-A53,"microSD, up to 256 GB",16GB 3GB RAM,"13 MP, PDAF",8 MP,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Accelerometer, proximity, compass",Non-removable Li-Po 3150 mAh battery
Allview V2 Viper S,"Dual SIM (Micro-SIM, dual stand-by)","5.5 inches, 83.4 cm2 (~76.7% screen-to-body ratio)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,"microSD, up to 256 GB",32GB 3GB RAM,"16 MP, f/2.0, PDAF",5 MP,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Accelerometer, proximity, compass",Removable Li-Po 3000 mAh battery
Amazon Fire HD 10 (2017),No,"10.1 inches, 295.8 cm2 (~71.0% screen-to-body ratio)",Customized Android 5.1 (Lollipop); Fire 5.3,Mediatek MT8173,Quad-core (2x1.8 GHz Cortex-A72 & 2x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)","32GB 2GB RAM, 64GB 2GB RAM",2 MP,VGA,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.1, A2DP, LE",Accelerometer,Non-removable Li-Po 3830 mAh battery (14.2 Wh)
Amazon Fire HD 8 (2017),No,"8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)",Customized Android 5.1 (Lollipop); Fire 5.4,Mediatek MT8163 (28 nm),Quad-core 1.3 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16GB 1.5GB RAM, 32GB 1.5GB RAM",2 MP,VGA,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, LE",Accelerometer,Non-removable Li-Po 3210 mAh battery (11.87 Wh)
Amazon Fire 7 (2017),No,"7.0 inches, 137.9 cm2 (~62.5% screen-to-body ratio)",Customized Android 5.1 (Lollipop); Fire 5.4,Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)","8GB 1GB RAM, 16GB 1GB RAM",2 MP,VGA,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, LE",Accelerometer,Non-removable Li-Ion 2980 mAh battery
Amazon Fire HD 10,No,"10.1 inches, 295.8 cm2 (~71.0% screen-to-body ratio)",Android OS (customized); Fire 5,Quad-core 1.5 GHz,"microSD, up to 256 GB (dedicated slot)","16GB 1GB RAM, 32GB 1GB RAM",5 MP,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.0, A2DP, LE","Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Fire HD 8,No,"8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)",Customized Android 5.1 (Lollipop); Fire 5,Mediatek MT8135,Quad-core 1.5 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)","8GB 1GB RAM, 16GB 1GB RAM",5 MP,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.0, A2DP, LE","Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Fire 7,No,"7.0 inches, 137.9 cm2 (~62.8% screen-to-body ratio)",Customized Android 5.1 (Lollipop); Fire 5 UI,Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",8GB 1GB RAM,2 MP,VGA,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",Accelerometer,Non-removable Li-Ion 2980 mAh battery
Amazon Fire HDX 8.9 (2014),Micro-SIM,"8.9 inches, 229.7 cm2 (~62.9% screen-to-body ratio)",Android 4.4 (KitKat - customized); Fire 4,Qualcomm APQ8084 Snapdragon 805 (28 nm),Quad-core 2.5 GHz Krait 450,No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","8 MP, AF",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.0, A2DP","Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Fire HD 7,No,"7.0 inches, 142.1 cm2 (~58.1% screen-to-body ratio)",Android 4.4 (KitKat - customized); Fire 4,Quad-core (2x1.5 GHz & 2x1.2 GHz),No,"8GB 1GB RAM, 16GB 1GB RAM",2 MP,VGA,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Fire HD 6,No,"6.0 inches, 104.4 cm2 (~60.0% screen-to-body ratio)",Android 4.4 (KitKat - customized); Fire 4,Quad-core (2x1.5 GHz & 2x1.2 GHz),No,"8GB 1GB RAM, 16GB 1GB RAM",2 MP,VGA,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Fire Phone,Nano-SIM,"4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","Amazon Fire 3.5 (Android based), upgradable to 3.6.5",Qualcomm Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,No,"32GB 2GB RAM, 64GB 2GB RAM","13 MP, AF, OIS",2.1 MP,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",3.0,"Accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 2400 mAh battery
Amazon Kindle Fire HDX 8.9,Nano-SIM,"8.9 inches, 229.7 cm2 (~62.9% screen-to-body ratio)",Android OS (Jelly Bean - customized); Fire 3,Qualcomm Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","8 MP, AF",,"Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Kindle Fire HDX,Micro-SIM,"7.0 inches, 142.1 cm2 (~59.7% screen-to-body ratio)",Android OS (Jelly Bean - customized); Fire 3,Qualcomm Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM",1.3 MP,No,"Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Kindle Fire HD (2013),No,"7.0 inches, 142.1 cm2 (~58.1% screen-to-body ratio)",Android OS (Jelly Bean - customized),Dual-core 1.5 GHz,No,"8GB 1GB RAM, 16GB 1GB RAM","Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Kindle Fire HD 8.9 LTE,Mini-SIM,"8.9 inches, 229.7 cm2 (~58.4% screen-to-body ratio)",Android 4.0 (customized),TI OMAP 4470,Dual-core 1.5 GHz Cortex-A9,No,"32GB 1GB RAM, 64GB 1GB RAM",1.3 MP,No,"Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro, compass",Non-removable Li-Ion battery
Amazon Kindle Fire HD 8.9,No,"8.9 inches, 229.7 cm2 (~58.4% screen-to-body ratio)",Android 4.0 (customized),TI OMAP 4470,Dual-core 1.5 GHz Cortex-A9,No,"16GB 1GB RAM, 32GB 1GB RAM",1.3 MP,No,"Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Kindle Fire HD,No,"7.0 inches, 142.1 cm2 (~53.7% screen-to-body ratio)",Android 4.0 (customized),TI OMAP 4460,Dual-core 1.2 GHz Cortex-A9,No,"16GB 1GB RAM, 32GB 1GB RAM",1.3 MP,No,"Wi-Fi 802.11 a/b/g/n, dual-band",Yes,"Accelerometer, gyro",Non-removable Li-Ion battery
Amazon Kindle Fire,No,"7.0 inches, 137.9 cm2 (~60.5% screen-to-body ratio)",Android 2.3 (customized),TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,No,8GB 512MB RAM,Wi-Fi 802.11 b/g/n,No,Accelerometer,Non-removable Li-Ion 4400 mAh battery
Amoi E860,Mini-SIM,"2.8 inches, 24.3 cm2 (~35.8% screen-to-body ratio)",Microsoft Windows Mobile 5.0 Phone Edition,microSD (dedicated slot),50MB,2 MP,No,No,"1.2, A2DP",,Removable Li-Ion 1150 mAh battery
Amoi E78,Mini-SIM,"2.46 inches, 18.7 cm2 (~26.7% screen-to-body ratio)",Microsoft Windows Mobile 5.0 PocketPC,microSD (dedicated slot),64MB,2 MP,No,No,"1.2, A2DP",,Removable Li-Ion 1100 mAh battery
Amoi E76,Mini-SIM,"2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)",Microsoft Windows Mobile 5.0 Phone Edition,microSD (dedicated slot),64MB,2 MP,No,No,"1.2, A2DP",,Removable Li-Ion 1100 mAh battery
Amoi E72,Mini-SIM,"2.0 inches, 12.6 cm2 (~28.1% screen-to-body ratio)",Microsoft Windows Mobile 5.0 Phone Edition,microSD (dedicated slot),64MB,1.3 MP,No,No,"1.2, A2DP",,Removable Li-Ion 1100 mAh battery
Amoi WMA8701A,Mini-SIM,"2.2 inches, 15.0 cm2 (~28.5% screen-to-body ratio)",microSD (dedicated slot),200MB,2 MP,VGA videocall camera,No,"1.2, A2DP",,Removable Li-Ion 820 mAh battery
Amoi WMA8703,Mini-SIM,"2.2 inches, 15.0 cm2 (~28.5% screen-to-body ratio)",microSD (dedicated slot),200MB,3.15 MP,VGA videocall camera,No,"1.2, A2DP",,Removable Li-Ion 920 mAh battery
Amoi WMA8508,Mini-SIM,"2.0 inches, 12.6 cm2 (~27.6% screen-to-body ratio)",microSD,16MB,1.3 MP,No,No,"1.2, A2DP",,Removable Li-Ion 780 mAh battery
Amoi CMA8170,Mini-SIM,"2.0 inches, 12.6 cm2 (~27.5% screen-to-body ratio)",microSD (dedicated slot),90MB,1.3 MP,No,No,1.1,,Removable Li-Ion 860 mAh battery
Amoi M33,Mini-SIM,"1.8 inches, 10.2 cm2 (~21.4% screen-to-body ratio)",microSD,30MB,VGA,No,No,No,,Removable Li-Ion 700 mAh battery
Amoi A203,Mini-SIM,"1.5 inches, 7.3 cm2 (~15.6% screen-to-body ratio)",No,5MB,VGA,No,No,No,,Removable Li-Ion 750 mAh battery
Amoi A200,Mini-SIM,"1.5 inches, 7.3 cm2 (~21.6% screen-to-body ratio)",No,3MB,VGA,No,No,No,,Removable Li-Ion 750 mAh battery
Amoi A102,Mini-SIM,"1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)",No,No,No,,Removable Li-Ion 750 mAh battery
Amoi A100,Mini-SIM,"1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)",No,No,No,,Removable Li-Ion 750 mAh battery
Amoi A10,Mini-SIM,"1.5 inches, 7.3 cm2 (~16.1% screen-to-body ratio)",No,No,No,,Removable Li-Ion 1100 mAh battery
Amoi E850,Mini-SIM,"2.4 inches, 16.8 cm2 (~30.6% screen-to-body ratio)",Microsoft Windows Mobile 5.0 for PocketPC Phone Edition,Intel XScale PXA 272 312 MHz,microSD (dedicated slot),"64MB RAM, 128MB ROM",2 MP,No,No,1.2,,Removable Li-Ion 1100 mAh battery
Amoi V810,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",microSD (dedicated slot),35MB,1.3 MP,No,No,Yes,,Removable Li-Ion 720 mAh battery
Amoi H815,Mini-SIM,"2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",No,36MB,1.3 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi H812,Mini-SIM,"2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",No,36MB,1.3 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi H810,Mini-SIM,"2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",No,36MB,1.3 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi H802,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.9% screen-to-body ratio)",microSD (dedicated slot),7MB,1.3 MP,No,No,Optional,,Removable Li-Ion 720 mAh battery
Amoi H801,Mini-SIM,"2.0 inches, 12.6 cm2 (~27.1% screen-to-body ratio)",microSD (dedicated slot),7MB,1.3 MP,No,No,Optional,,Removable Li-Ion 720 mAh battery
Amoi H8,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",microSD (dedicated slot),7MB,1.3 MP,No,No,Optional,,Removable Li-Ion 720 mAh battery
Amoi H80,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",microSD (dedicated slot),7MB,1.3 MP,No,No,Optional,,Removable Li-Ion 720 mAh battery
Amoi A675,Mini-SIM,"2.0 inches, 12.4 cm2 (~28.7% screen-to-body ratio)",No,128MB,2 MP,No,No,Yes,,Removable Li-Ion 720 mAh battery
Amoi M636,Mini-SIM,"2.0 inches, 12.6 cm2 (~25.0% screen-to-body ratio)",No,128MB,2 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi A865,Mini-SIM,"2.0 inches, 12.6 cm2 (~30.4% screen-to-body ratio)",microSD (dedicated slot),10MB,2 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi A869,Mini-SIM,"2.0 inches, 12.4 cm2 (~29.0% screen-to-body ratio)",No,128MB,2 MP,No,No,Yes,,Removable Li-Ion 720 mAh battery
Amoi 6201,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.4% screen-to-body ratio)",No,128MB,1.3 MP,No,No,Yes,,Removable Li-Ion 720 mAh battery
Amoi M360,Mini-SIM,"1.8 inches, 10.2 cm2 (~24.7% screen-to-body ratio)",No,128MB,VGA,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi M650,Mini-SIM,"1.8 inches, 10.2 cm2 (~23.8% screen-to-body ratio)",microSD (dedicated slot),12MB,1.3 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi M630,Mini-SIM,"2.0 inches, 12.6 cm2 (~26.1% screen-to-body ratio)",No,128MB,1.3 MP,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi F620,Mini-SIM,"1.5 inches, 7.3 cm2 (~18.1% screen-to-body ratio)",No,128MB,VGA,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi A320,Mini-SIM,"1.8 inches, 10.2 cm2 (~22.5% screen-to-body ratio)",No,2MB,VGA,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi F320,Mini-SIM,"1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)",No,3MB,VGA,No,No,No,,Removable Li-Ion 720 mAh battery
Amoi A310,Mini-SIM,"1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)",No,5MB,No,No,,Removable Li-Ion 720 mAh battery
Amoi A211,Mini-SIM,"1.8 inches, 10.2 cm2 (~28.9% screen-to-body ratio)",No,650 KB,No,No,,Removable Li-Ion 720 mAh battery
Amoi A210,Mini-SIM,"1.8 inches, 10.2 cm2 (~29.6% screen-to-body ratio)",No,No,No,,Removable Li-Ion 720 mAh battery
Amoi 2561,Mini-SIM,,No,VGA,No,No,No,,Removable Li-Ion 860 mAh battery
Amoi CS6,Mini-SIM,,No,No,No,,Removable Li-Ion 860 mAh battery
Amoi 2560,Mini-SIM,,No,VGA,No,No,No,,Removable Li-Ion 860 mAh battery
Amoi A90,Mini-SIM,,No,No,No,,Removable Li-Ion 550 mAh battery
Amoi F99b,Mini-SIM,,No,No,No,,Removable Li-Ion 860 mAh battery
Apple iPhone 11 Pro Max,"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","5.0, A2DP, LE","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3969 mAh battery (15.04 Wh)
Apple iPhone 11 Pro,Nano-SIM and/or Electronic SIM card,"5.8 inches, 84.4 cm2 (~82.1% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","5.0, A2DP, LE","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3046 mAh battery (11.67 Wh)
Apple iPhone 11,"Single SIM (Nano-SIM and/or Electronic SIM card) or Dual SIM (Nano-SIM, dual stand-by) - for China","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","iOS 13, upgradable to iOS 13.2",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","5.0, A2DP, LE","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3110 mAh battery (11.91 Wh)
Apple iPad 10.2,"Nano-SIM, Electronic SIM card (eSIM)","10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)","iPadOS 13.1, upgradable to iPadOS 13.1.2",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),No,"32GB 3GB RAM, 128GB 3GB RAM","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","1.2 MP, f/2.2, 31mm (standard)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Po 8827 mAh battery (32.9 Wh)
Apple Watch Edition Series 5,Electronic SIM card (eSIM),"1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)","watchOS 6.0, upgradable to 6.1",Apple S5,No,32GB,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery
Apple Watch Series 5,Electronic SIM card (eSIM),"1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)","watchOS 6.0, upgradable to 6.1",Apple S5,No,32GB,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery
Apple Watch Series 5 Aluminum,Electronic SIM card (eSIM),"1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)","watchOS 6.0, upgradable to 6.1",Apple S5,No,32GB,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery
Apple iPad Air (2019),"Nano-SIM, Electronic SIM card (eSIM)","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","iOS 12.1.3, upgradable to iPadOS 13.1.2",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),No,"64GB 3GB RAM, 256GB 3GB RAM","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","7 MP, f/2.2, 31mm (standard)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Po 8134 mAh battery (30.8 Wh)
Apple iPad mini (2019),"Nano-SIM, Electronic SIM card (eSIM)","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","iOS 12.1.3, upgradable to iPadOS 13.1.2",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),No,"64GB 3GB RAM, 256GB 3GB RAM","8 MP, f/2.4, 32mm (standard), 1.12µm, AF","7 MP, f/2.2, 31mm (standard)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Ion 5124 mAh battery (19.1 Wh)
Apple iPad Pro 12.9 (2018),"Nano-SIM, Electronic SIM card (eSIM)","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","iOS 12, upgradable to iPadOS 13.1.2",Apple A12X Bionic (7 nm),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","7 MP, f/2.2, 32mm (standard)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Face ID, accelerometer, gyro, proximity, barometer",Non-removable Li-Po 9720 mAh battery (36.71 Wh)
Apple iPad Pro 11,"Nano-SIM, Electronic SIM card (eSIM)","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)","iOS 12, upgradable to iPadOS 13.1.2",Apple A12X Bionic (7 nm),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","7 MP, f/2.2, 32mm (standard)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Face ID, accelerometer, gyro, proximity, barometer",Non-removable Li-Po 7812 mAh battery (29.45 Wh)
